length_mean,length_std,length_spread,action_std,action_entropy,action_entropy_mean,action_entropy_argmax,action_divergence
200.66666666666663,0.0,0.0,0.30976037799072514,0.3802041693555388,0.3802041693555388,2.0,1.0
1000.0,385.608898007064,818.0,0.8137966498431397,0.6690423323896669,0.6690423323896669,383.0,18.0
